tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1554,06:58.3,32:52.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,31667,Customer,1992,2
1361,10:02.1,32:43.7,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,46340,Customer,1969,0
2841,11:19.0,58:40.6,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,43634,Customer,1969,0
450,11:53.4,19:24.0,3202,Newport PATH,40.7272235,-74.0337589,3269,Brunswick & 6th,40.72601173,-74.05038893,45086,Customer,1969,0
118,12:30.6,14:29.3,3276,Marin Light Rail,40.71458404,-74.04281706,3481,York St,40.71649,-74.04105,48913,Customer,1969,0
272,13:28.7,18:00.8,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,43928,Subscriber,1953,2
185,13:39.0,16:44.3,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,44388,Customer,1969,0
120,15:31.3,17:31.6,3481,York St,40.71649,-74.04105,3276,Marin Light Rail,40.71458404,-74.04281706,48913,Customer,1969,0
299,16:31.1,21:30.8,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,31092,Customer,1969,0
1100,17:44.6,36:05.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3269,Brunswick & 6th,40.72601173,-74.05038893,32531,Customer,1969,0
241,19:03.6,23:04.7,3276,Marin Light Rail,40.71458404,-74.04281706,3205,JC Medical Center,40.71653978,-74.04963791,48913,Customer,1969,0
806,20:05.0,33:31.1,3210,Pershing Field,40.74267714,-74.05178863,3269,Brunswick & 6th,40.72601173,-74.05038893,41244,Customer,1969,0
15061,20:43.6,31:44.9,3195,Sip Ave,40.7308971,-74.06391263,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44388,Customer,1969,0
390,23:25.5,29:56.1,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,44731,Customer,1969,0
638,23:39.8,34:18.1,3184,Paulus Hook,40.7141454,-74.0335519,3203,Hamilton Park,40.72759597,-74.04424731,35159,Subscriber,1979,1
330,23:47.1,29:17.6,3205,JC Medical Center,40.71653978,-74.04963791,3192,Liberty Light Rail,40.7112423,-74.0557013,48913,Customer,1969,0
387,24:49.6,31:17.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3681,Grand St,40.71517768,-74.03768331,47258,Customer,1969,0
14514,29:40.5,31:35.5,3195,Sip Ave,40.7308971,-74.06391263,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,38113,Customer,1969,0
2156,31:29.3,07:25.7,3199,Newport Pkwy,40.7287448,-74.0321082,3202,Newport PATH,40.7272235,-74.0337589,42174,Customer,1969,0
5032,32:50.1,56:42.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,48913,Customer,1969,0
1649,34:36.7,02:06.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3198,Heights Elevator,40.74871595,-74.0404433,49503,Customer,1969,0
233,35:49.8,39:43.1,3273,Manila & 1st,40.72165072,-74.04288411,3203,Hamilton Park,40.72759597,-74.04424731,44895,Subscriber,1983,1
1093,36:08.0,54:21.8,3194,McGinley Square,40.72533993,-74.06762213,3192,Liberty Light Rail,40.7112423,-74.0557013,45683,Customer,1969,0
178,40:05.4,43:03.9,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,30680,Customer,1969,0
857,40:42.7,55:00.2,3194,McGinley Square,40.72533993,-74.06762213,3639,Harborside,40.7192517,-74.034234,42495,Subscriber,1973,2
299,41:29.6,46:28.9,3481,York St,40.71649,-74.04105,3213,Van Vorst Park,40.71848892,-74.04772663,42311,Customer,1969,0
186,44:24.7,47:30.7,3275,Columbus Drive,40.7183552,-74.03891444,3186,Grove St PATH,40.71958612,-74.04311746,42117,Customer,1969,0
2932,46:19.4,35:11.5,3269,Brunswick & 6th,40.72601173,-74.05038893,3278,Monmouth and 6th,40.72568548,-74.04879034,45086,Customer,1969,0
213,46:54.7,50:28.2,3483,Montgomery St,40.71942,-74.05099,3205,JC Medical Center,40.71653978,-74.04963791,48932,Customer,1969,0
506,52:50.1,01:17.1,3677,Glenwood Ave,40.72755147,-74.07106072,3195,Sip Ave,40.7308971,-74.06391263,42456,Customer,1969,0
2369,55:14.4,34:44.3,3192,Liberty Light Rail,40.7112423,-74.0557013,3205,JC Medical Center,40.71653978,-74.04963791,45683,Customer,1969,0
808,57:18.9,10:47.6,3193,Lincoln Park,40.7246051,-74.07840595,3193,Lincoln Park,40.7246051,-74.07840595,45372,Customer,1969,0
497,58:46.2,07:03.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3272,Jersey & 3rd,40.72333159,-74.04595256,40488,Customer,1969,0
358,03:53.3,09:51.9,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,44555,Customer,1969,0
2057,04:11.3,38:28.6,3192,Liberty Light Rail,40.7112423,-74.0557013,3640,Journal Square,40.73367,-74.0625,31667,Customer,1969,0
1886,06:49.4,38:16.0,3192,Liberty Light Rail,40.7112423,-74.0557013,3640,Journal Square,40.73367,-74.0625,46340,Customer,1989,1
151,08:35.6,11:07.3,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,43803,Customer,1969,0
523,10:31.8,19:15.7,3213,Van Vorst Park,40.71848892,-74.04772663,3202,Newport PATH,40.7272235,-74.0337589,42155,Subscriber,1991,1
576,11:15.5,20:51.8,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,44241,Customer,1969,0
201,13:33.5,16:55.3,3272,Jersey & 3rd,40.72333159,-74.04595256,3203,Hamilton Park,40.72759597,-74.04424731,40488,Customer,1969,0
259,13:43.9,18:03.2,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,42456,Customer,1969,0
294,15:48.3,20:43.1,3214,Essex Light Rail,40.7127742,-74.0364857,3275,Columbus Drive,40.7183552,-74.03891444,46382,Customer,1969,0
75,16:00.2,17:15.8,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,42174,Customer,1969,0
163,16:16.8,19:00.0,3279,Dixon Mills,40.72163014,-74.04996783,3186,Grove St PATH,40.71958612,-74.04311746,41724,Customer,1969,0
519,17:00.8,25:40.3,3638,Washington St,40.7242941,-74.0354826,3276,Marin Light Rail,40.71458404,-74.04281706,40308,Customer,1969,0
314,18:05.0,23:19.8,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,44555,Subscriber,1987,1
192,19:34.3,22:47.1,3681,Grand St,40.71517768,-74.03768331,3276,Marin Light Rail,40.71458404,-74.04281706,47258,Customer,1969,0
552,20:25.2,29:37.3,3185,City Hall,40.7177325,-74.043845,3268,Lafayette Park,40.71346383,-74.06285852,43803,Customer,1969,0
407,25:50.2,32:37.9,3209,Brunswick St,40.7241765,-74.0506564,3203,Hamilton Park,40.72759597,-74.04424731,42422,Subscriber,1964,1
625,30:44.3,41:09.4,3276,Marin Light Rail,40.71458404,-74.04281706,3638,Washington St,40.7242941,-74.0354826,40308,Customer,1969,0
348,33:07.3,38:56.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3186,Grove St PATH,40.71958612,-74.04311746,42470,Customer,1969,0
267,35:37.5,40:05.4,3275,Columbus Drive,40.7183552,-74.03891444,3267,Morris Canal,40.71241882,-74.03852552,46382,Customer,1969,0
322,35:42.7,41:05.2,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,45683,Customer,1969,0
772,35:54.2,48:46.7,3677,Glenwood Ave,40.72755147,-74.07106072,3203,Hamilton Park,40.72759597,-74.04424731,43380,Customer,1969,0
1098,35:56.1,54:14.5,3280,Astor Place,40.7192822,-74.07126188,3186,Grove St PATH,40.71958612,-74.04311746,42354,Subscriber,1978,1
200,37:45.2,41:05.7,3185,City Hall,40.7177325,-74.043845,3276,Marin Light Rail,40.71458404,-74.04281706,40168,Customer,1969,0
661,39:52.7,50:53.7,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3209,Brunswick St,40.7241765,-74.0506564,33149,Customer,1969,0
1011,39:53.3,56:45.0,3483,Montgomery St,40.71942,-74.05099,3638,Washington St,40.7242941,-74.0354826,40709,Customer,1969,0
666,44:30.7,55:37.2,3213,Van Vorst Park,40.71848892,-74.04772663,3202,Newport PATH,40.7272235,-74.0337589,43206,Customer,1969,0
78,50:28.6,51:47.2,3185,City Hall,40.7177325,-74.043845,3213,Van Vorst Park,40.71848892,-74.04772663,45683,Customer,1969,0
288,53:58.0,58:46.0,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,46472,Customer,1969,0
1978,16:03.5,49:02.2,3185,City Hall,40.7177325,-74.043845,3280,Astor Place,40.7192822,-74.07126188,44762,Subscriber,1978,1
227,16:36.9,20:24.2,3205,JC Medical Center,40.71653978,-74.04963791,3185,City Hall,40.7177325,-74.043845,48913,Customer,1969,0
939,20:18.5,35:57.6,3185,City Hall,40.7177325,-74.043845,3225,Baldwin at Montgomery,40.7236589,-74.0641943,34333,Customer,1969,0
3525,22:59.0,21:44.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,42596,Customer,1969,0
465,26:59.5,34:45.0,3639,Harborside,40.7192517,-74.034234,3211,Newark Ave,40.72152515,-74.04630454,42308,Customer,1969,0
3237,28:08.6,22:06.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,44229,Customer,1969,0
1301,29:56.8,51:38.4,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,44731,Customer,1969,0
198,30:19.4,33:38.1,3198,Heights Elevator,40.74871595,-74.0404433,3196,Riverview Park,40.7443187,-74.0439909,49503,Subscriber,1991,1
925,33:16.0,48:41.6,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,44241,Customer,1969,0
164,33:41.7,36:26.1,3270,Jersey & 6th St,40.72528911,-74.04557168,3211,Newark Ave,40.72152515,-74.04630454,38906,Customer,1969,0
1661,38:07.0,05:48.1,3638,Washington St,40.7242941,-74.0354826,3185,City Hall,40.7177325,-74.043845,40308,Customer,1969,0
140,39:39.9,42:00.0,3211,Newark Ave,40.72152515,-74.04630454,3278,Monmouth and 6th,40.72568548,-74.04879034,42538,Subscriber,1956,1
384,39:56.6,46:20.7,3273,Manila & 1st,40.72165072,-74.04288411,3269,Brunswick & 6th,40.72601173,-74.05038893,46326,Subscriber,1991,2
585,46:39.2,56:24.7,3211,Newark Ave,40.72152515,-74.04630454,3681,Grand St,40.71517768,-74.03768331,44787,Subscriber,1976,2
453,47:59.1,55:32.3,3205,JC Medical Center,40.71653978,-74.04963791,3639,Harborside,40.7192517,-74.034234,48754,Customer,1969,0
2103,51:16.7,26:20.3,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,38392,Customer,1969,0
1407,03:37.0,27:04.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3199,Newport Pkwy,40.7287448,-74.0321082,32531,Customer,1969,0
483,14:32.1,22:36.0,3202,Newport PATH,40.7272235,-74.0337589,3206,Hilltop,40.7311689,-74.0575736,42141,Customer,1969,0
844,14:56.0,29:00.6,3202,Newport PATH,40.7272235,-74.0337589,3272,Jersey & 3rd,40.72333159,-74.04595256,43206,Customer,1969,0
293,16:54.7,21:48.0,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,43997,Customer,1969,0
528,17:56.0,26:44.5,3279,Dixon Mills,40.72163014,-74.04996783,3639,Harborside,40.7192517,-74.034234,42439,Customer,1969,0
491,22:29.1,30:40.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,34333,Customer,1969,0
2121,27:24.1,02:45.3,3199,Newport Pkwy,40.7287448,-74.0321082,3677,Glenwood Ave,40.72755147,-74.07106072,38392,Customer,1969,0
830,28:07.3,41:57.9,3199,Newport Pkwy,40.7287448,-74.0321082,3638,Washington St,40.7242941,-74.0354826,44731,Customer,1969,0
273,31:23.5,35:56.6,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,32472,Customer,1969,0
950,40:00.1,55:50.5,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,40697,Customer,1969,0
1880,42:23.4,13:44.3,3638,Washington St,40.7242941,-74.0354826,3209,Brunswick St,40.7241765,-74.0506564,44731,Customer,1969,0
2496,59:31.0,41:07.2,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,35159,Customer,1969,0
2441,00:05.5,40:46.9,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,44236,Customer,1969,0
567,00:28.9,09:56.6,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,34333,Customer,1969,0
452,27:33.2,35:05.6,3276,Marin Light Rail,40.71458404,-74.04281706,3209,Brunswick St,40.7241765,-74.0506564,40168,Customer,1969,0
139,27:49.5,30:08.5,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,43997,Subscriber,1989,2
1721,54:35.8,23:16.8,3639,Harborside,40.7192517,-74.034234,3186,Grove St PATH,40.71958612,-74.04311746,42495,Customer,1969,0
205,16:33.6,19:59.0,3185,City Hall,40.7177325,-74.043845,3681,Grand St,40.71517768,-74.03768331,40308,Customer,1969,0
513,57:02.4,05:36.1,3640,Journal Square,40.73367,-74.0625,3280,Astor Place,40.7192822,-74.07126188,46340,Customer,1969,0
1625,01:05.1,28:10.5,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,35159,Customer,1969,0
133,06:59.3,09:13.1,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,48923,Customer,1969,0
557,10:15.3,19:33.2,3185,City Hall,40.7177325,-74.043845,3192,Liberty Light Rail,40.7112423,-74.0557013,48913,Customer,1969,0
235,17:39.4,21:34.5,3276,Marin Light Rail,40.71458404,-74.04281706,3267,Morris Canal,40.71241882,-74.03852552,32472,Customer,1969,0
246,48:52.6,52:58.6,3638,Washington St,40.7242941,-74.0354826,3681,Grand St,40.71517768,-74.03768331,40285,Customer,1969,0
707,52:35.4,04:22.9,3192,Liberty Light Rail,40.7112423,-74.0557013,3279,Dixon Mills,40.72163014,-74.04996783,48913,Subscriber,1992,2
339,23:45.8,29:25.2,3640,Journal Square,40.73367,-74.0625,3201,Dey St,40.737711,-74.066921,31667,Customer,1969,0
409,42:47.0,49:36.5,3201,Dey St,40.737711,-74.066921,3195,Sip Ave,40.7308971,-74.06391263,44989,Customer,1969,0
462,47:08.3,54:50.4,3276,Marin Light Rail,40.71458404,-74.04281706,3638,Washington St,40.7242941,-74.0354826,47258,Customer,1969,0
542,22:22.9,31:25.8,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,42812,Subscriber,1991,1
289,22:38.6,27:27.9,3270,Jersey & 6th St,40.72528911,-74.04557168,3202,Newport PATH,40.7272235,-74.0337589,42206,Customer,1969,0
572,26:32.5,36:05.0,3270,Jersey & 6th St,40.72528911,-74.04557168,3184,Paulus Hook,40.7141454,-74.0335519,42023,Subscriber,1969,1
392,39:45.8,46:18.7,3268,Lafayette Park,40.71346383,-74.06285852,3483,Montgomery St,40.71942,-74.05099,46926,Customer,1969,0
239,46:14.6,50:14.0,3273,Manila & 1st,40.72165072,-74.04288411,3639,Harborside,40.7192517,-74.034234,42473,Customer,1969,0
414,48:39.9,55:34.3,3207,Oakland Ave,40.7376037,-74.0524783,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,42417,Customer,1969,0
483,52:03.5,00:06.6,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,26703,Customer,1969,0
242,53:31.9,57:34.4,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3481,York St,40.71649,-74.04105,40975,Customer,1969,0
339,01:41.1,07:20.3,3270,Jersey & 6th St,40.72528911,-74.04557168,3205,JC Medical Center,40.71653978,-74.04963791,44967,Customer,1969,0
442,13:32.9,20:55.2,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,43739,Customer,1969,0
436,16:54.2,24:10.7,3268,Lafayette Park,40.71346383,-74.06285852,3276,Marin Light Rail,40.71458404,-74.04281706,43803,Customer,1969,0
517,34:22.8,43:00.3,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,44664,Customer,1969,0
564,58:24.4,07:48.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3270,Jersey & 6th St,40.72528911,-74.04557168,41431,Customer,1969,0
660,06:15.7,17:16.6,3203,Hamilton Park,40.72759597,-74.04424731,3184,Paulus Hook,40.7141454,-74.0335519,42825,Subscriber,1979,1
648,12:11.9,23:00.0,3209,Brunswick St,40.7241765,-74.0506564,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42300,Customer,1969,0
340,20:58.6,26:39.2,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,44370,Customer,1969,0
261,37:04.6,41:25.6,3481,York St,40.71649,-74.04105,3184,Paulus Hook,40.7141454,-74.0335519,42177,Subscriber,1977,2
349,41:58.4,47:48.4,3207,Oakland Ave,40.7376037,-74.0524783,3640,Journal Square,40.73367,-74.0625,46079,Subscriber,1984,1
284,44:02.7,48:47.4,3201,Dey St,40.737711,-74.066921,3640,Journal Square,40.73367,-74.0625,40124,Customer,1969,0
613,47:29.1,57:42.3,3639,Harborside,40.7192517,-74.034234,3279,Dixon Mills,40.72163014,-74.04996783,42439,Customer,1969,0
412,54:09.5,01:01.9,3206,Hilltop,40.7311689,-74.0575736,3202,Newport PATH,40.7272235,-74.0337589,42141,Customer,1969,0
572,55:39.2,05:11.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3276,Marin Light Rail,40.71458404,-74.04281706,27759,Customer,1969,0
548,58:18.1,07:26.2,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,28367,Subscriber,1988,1
212,58:50.8,02:23.5,3187,Warren St,40.7211236,-74.03805095,3202,Newport PATH,40.7272235,-74.0337589,31092,Customer,1969,0
354,07:41.8,13:36.3,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3214,Essex Light Rail,40.7127742,-74.0364857,42823,Customer,1969,0
105,08:56.0,10:41.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3639,Harborside,40.7192517,-74.034234,42582,Subscriber,1998,1
585,10:24.1,20:09.2,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3202,Newport PATH,40.7272235,-74.0337589,46527,Customer,1969,0
282,14:47.5,19:30.3,3272,Jersey & 3rd,40.72333159,-74.04595256,3638,Washington St,40.7242941,-74.0354826,42331,Customer,1969,0
372,16:20.0,22:32.2,3681,Grand St,40.71517768,-74.03768331,3273,Manila & 1st,40.72165072,-74.04288411,38470,Customer,1969,0
3183,19:32.1,12:35.5,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,44872,Subscriber,1975,1
606,29:21.7,39:28.1,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3275,Columbus Drive,40.7183552,-74.03891444,48740,Customer,1969,0
245,37:26.3,41:32.3,3276,Marin Light Rail,40.71458404,-74.04281706,3184,Paulus Hook,40.7141454,-74.0335519,44505,Customer,1969,0
93,37:49.1,39:22.7,3184,Paulus Hook,40.7141454,-74.0335519,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,45726,Subscriber,1987,1
305,41:22.6,46:28.6,3199,Newport Pkwy,40.7287448,-74.0321082,3203,Hamilton Park,40.72759597,-74.04424731,32531,Customer,1969,0
401,45:38.3,52:19.9,3681,Grand St,40.71517768,-74.03768331,3202,Newport PATH,40.7272235,-74.0337589,41697,Customer,1969,0
441,48:33.0,55:54.6,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,43402,Customer,1969,0
312,50:41.7,55:53.8,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,48929,Customer,1969,0
415,51:04.2,58:00.0,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,42192,Customer,1969,0
350,20:41.5,26:32.0,3638,Washington St,40.7242941,-74.0354826,3269,Brunswick & 6th,40.72601173,-74.05038893,42331,Customer,1969,0
113,27:28.9,29:22.0,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,43629,Customer,1969,0
246,33:01.4,37:08.2,3194,McGinley Square,40.72533993,-74.06762213,3195,Sip Ave,40.7308971,-74.06391263,29727,Customer,1969,0
564,42:46.9,52:11.2,3278,Monmouth and 6th,40.72568548,-74.04879034,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,31483,Subscriber,1977,1
588,50:01.1,59:49.4,3677,Glenwood Ave,40.72755147,-74.07106072,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,47019,Customer,1969,0
872,52:29.2,07:01.8,3191,Union St,40.7182113,-74.0836394,3220,5 Corners Library,40.73496102,-74.05950308,30007,Customer,1969,0
261,52:44.3,57:05.8,3214,Essex Light Rail,40.7127742,-74.0364857,3275,Columbus Drive,40.7183552,-74.03891444,46935,Customer,1969,0
344,52:57.0,58:41.4,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,30053,Customer,1969,0
530,58:15.2,07:05.2,3209,Brunswick St,40.7241765,-74.0506564,3276,Marin Light Rail,40.71458404,-74.04281706,44731,Customer,1969,0
226,59:20.0,03:06.0,3276,Marin Light Rail,40.71458404,-74.04281706,3205,JC Medical Center,40.71653978,-74.04963791,43803,Subscriber,1987,1
481,10:02.1,18:03.4,3193,Lincoln Park,40.7246051,-74.07840595,3280,Astor Place,40.7192822,-74.07126188,43248,Subscriber,1960,1
1594,10:28.5,37:03.5,3212,Christ Hospital,40.73478582,-74.05044364,3212,Christ Hospital,40.73478582,-74.05044364,42219,Customer,1969,0
108,15:21.0,17:09.1,3639,Harborside,40.7192517,-74.034234,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,30053,Customer,1969,0
264,19:34.9,23:59.7,3280,Astor Place,40.7192822,-74.07126188,3280,Astor Place,40.7192822,-74.07126188,43248,Subscriber,1960,1
448,33:13.2,40:42.1,3279,Dixon Mills,40.72163014,-74.04996783,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,48913,Customer,1969,0
1388,38:52.6,02:00.9,3679,Bergen Ave,40.72210379,-74.071455,3194,McGinley Square,40.72533993,-74.06762213,42525,Subscriber,1987,1
793,38:55.0,52:08.7,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,44684,Customer,1969,0
180,39:00.5,42:00.7,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,29913,Customer,1969,0
1041,42:29.8,59:51.6,3209,Brunswick St,40.7241765,-74.0506564,3638,Washington St,40.7242941,-74.0354826,40306,Customer,1969,0
131,46:19.8,48:31.7,3481,York St,40.71649,-74.04105,3275,Columbus Drive,40.7183552,-74.03891444,42316,Customer,1969,0
1354,51:48.8,14:23.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3638,Washington St,40.7242941,-74.0354826,44452,Customer,1969,0
380,05:29.3,11:49.5,3185,City Hall,40.7177325,-74.043845,3203,Hamilton Park,40.72759597,-74.04424731,43361,Subscriber,1953,2
490,15:14.0,23:24.2,3275,Columbus Drive,40.7183552,-74.03891444,3275,Columbus Drive,40.7183552,-74.03891444,42316,Customer,1969,0
793,16:33.5,29:46.5,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,44415,Customer,1969,0
681,20:04.9,31:26.3,3203,Hamilton Park,40.72759597,-74.04424731,3185,City Hall,40.7177325,-74.043845,46226,Subscriber,1990,2
378,21:40.3,27:58.6,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,42192,Customer,1969,0
141,29:08.8,31:29.9,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,42293,Customer,1969,0
233,33:00.3,36:53.9,3205,JC Medical Center,40.71653978,-74.04963791,3276,Marin Light Rail,40.71458404,-74.04281706,43803,Subscriber,1987,1
103,34:08.0,35:51.2,3186,Grove St PATH,40.71958612,-74.04311746,3186,Grove St PATH,40.71958612,-74.04311746,42293,Customer,1969,0
1786,36:24.0,06:10.3,3275,Columbus Drive,40.7183552,-74.03891444,3214,Essex Light Rail,40.7127742,-74.0364857,46935,Customer,1969,0
321,40:32.1,45:54.1,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,46946,Subscriber,1991,2
926,42:35.5,58:02.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3269,Brunswick & 6th,40.72601173,-74.05038893,42331,Customer,1969,0
4169,46:15.7,55:45.4,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,38969,Customer,1969,0
4462,46:20.5,00:42.9,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,43543,Customer,1969,0
921,46:45.1,02:06.9,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3273,Manila & 1st,40.72165072,-74.04288411,33859,Subscriber,1983,2
2467,47:31.6,28:39.0,3191,Union St,40.7182113,-74.0836394,3280,Astor Place,40.7192822,-74.07126188,44319,Subscriber,1978,1
4389,47:36.0,00:45.6,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,42354,Customer,1969,0
4301,48:32.0,00:13.7,3186,Grove St PATH,40.71958612,-74.04311746,3185,City Hall,40.7177325,-74.043845,42293,Customer,1969,0
829,54:48.6,08:38.2,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,44415,Customer,1969,0
284,57:26.0,02:10.3,3639,Harborside,40.7192517,-74.034234,3638,Washington St,40.7242941,-74.0354826,42434,Customer,1969,0
327,06:23.1,11:50.4,3187,Warren St,40.7211236,-74.03805095,3213,Van Vorst Park,40.71848892,-74.04772663,44785,Customer,1969,0
542,06:32.2,15:34.9,3186,Grove St PATH,40.71958612,-74.04311746,3192,Liberty Light Rail,40.7112423,-74.0557013,41724,Subscriber,1988,1
286,13:32.4,18:19.0,3203,Hamilton Park,40.72759597,-74.04424731,3211,Newark Ave,40.72152515,-74.04630454,43139,Subscriber,1985,1
559,16:28.0,25:47.8,3198,Heights Elevator,40.74871595,-74.0404433,3207,Oakland Ave,40.7376037,-74.0524783,44698,Customer,1969,0
1350,18:24.9,40:55.7,3280,Astor Place,40.7192822,-74.07126188,3210,Pershing Field,40.74267714,-74.05178863,42363,Customer,1969,0
