tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
2654,53:20.4,37:34.6,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,42574,Customer,1969,0
2563,55:05.9,37:49.4,3276,Marin Light Rail,40.71458404,-74.04281706,3276,Marin Light Rail,40.71458404,-74.04281706,39685,Customer,1969,0
582,55:53.9,05:36.7,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.7183552,-74.03891444,49467,Customer,1969,0
1042,59:30.5,16:52.6,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,39571,Customer,1969,0
253,03:03.0,07:16.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3272,Jersey & 3rd,40.72333159,-74.04595256,44683,Subscriber,1991,2
583,04:06.7,13:50.4,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,48133,Subscriber,1989,1
671,04:24.4,15:35.5,3206,Hilltop,40.7311689,-74.0575736,3185,City Hall,40.7177325,-74.043845,42177,Customer,1969,0
582,04:41.0,14:23.6,3483,Montgomery St,40.71942,-74.05099,3270,Jersey & 6th St,40.72528911,-74.04557168,45281,Customer,1969,0
613,05:03.9,15:17.2,3186,Grove St PATH,40.71958612,-74.04311746,3268,Lafayette Park,40.71346383,-74.06285852,40168,Subscriber,1981,1
2217,05:46.0,42:43.1,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,45582,Subscriber,1973,0
549,08:47.4,17:57.3,3202,Newport PATH,40.7272235,-74.0337589,3276,Marin Light Rail,40.71458404,-74.04281706,46527,Subscriber,1988,1
392,21:53.1,28:26.1,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,45091,Customer,1969,0
924,28:05.4,43:30.1,3205,JC Medical Center,40.71653978,-74.04963791,3202,Newport PATH,40.7272235,-74.0337589,45352,Subscriber,1986,1
532,29:07.0,37:59.7,3209,Brunswick St,40.7241765,-74.0506564,3209,Brunswick St,40.7241765,-74.0506564,33959,Customer,1969,0
705,30:07.9,41:53.4,3187,Warren St,40.7211236,-74.03805095,3483,Montgomery St,40.71942,-74.05099,48753,Customer,1969,0
659,35:12.8,46:12.7,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3186,Grove St PATH,40.71958612,-74.04311746,29564,Customer,1969,0
728,38:18.2,50:26.9,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,41703,Customer,1969,0
4699,43:41.9,02:01.2,3192,Liberty Light Rail,40.7112423,-74.0557013,3192,Liberty Light Rail,40.7112423,-74.0557013,46487,Customer,1969,0
456,46:17.2,53:54.2,3273,Manila & 1st,40.72165072,-74.04288411,3199,Newport Pkwy,40.7287448,-74.0321082,48932,Customer,1969,0
811,46:42.5,00:14.1,3638,Washington St,40.7242941,-74.0354826,3205,JC Medical Center,40.71653978,-74.04963791,42342,Customer,1969,0
3053,49:12.9,40:06.4,3195,Sip Ave,40.7308971,-74.06391263,3192,Liberty Light Rail,40.7112423,-74.0557013,42453,Customer,1969,0
822,00:59.1,14:41.8,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3199,Newport Pkwy,40.7287448,-74.0321082,45256,Customer,1969,0
327,04:40.3,10:07.6,3202,Newport PATH,40.7272235,-74.0337589,3202,Newport PATH,40.7272235,-74.0337589,39342,Subscriber,1999,1
864,07:02.7,21:27.7,3678,Fairmount Ave,40.72572614,-74.07195926,3195,Sip Ave,40.7308971,-74.06391263,48913,Subscriber,1949,2
444,11:12.3,18:37.2,3203,Hamilton Park,40.72759597,-74.04424731,3209,Brunswick St,40.7241765,-74.0506564,43467,Subscriber,1964,1
1012,18:52.2,35:44.6,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,30850,Customer,1969,0
1386,19:38.6,42:45.4,3639,Harborside,40.7192517,-74.034234,3194,McGinley Square,40.72533993,-74.06762213,44723,Subscriber,1973,2
571,20:30.9,30:02.8,3639,Harborside,40.7192517,-74.034234,3199,Newport Pkwy,40.7287448,-74.0321082,42117,Subscriber,1996,1
416,23:43.0,30:39.3,3207,Oakland Ave,40.7376037,-74.0524783,3278,Monmouth and 6th,40.72568548,-74.04879034,35664,Customer,1969,0
512,26:28.3,35:00.4,3483,Montgomery St,40.71942,-74.05099,3187,Warren St,40.7211236,-74.03805095,48753,Customer,1969,0
228,37:35.8,41:24.6,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42213,Customer,1969,0
930,45:26.6,00:57.2,3269,Brunswick & 6th,40.72601173,-74.05038893,3210,Pershing Field,40.74267714,-74.05178863,42596,Customer,1969,0
691,45:31.6,57:03.4,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,45713,Subscriber,1977,1
479,46:32.3,54:31.9,3185,City Hall,40.7177325,-74.043845,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,44385,Customer,1996,2
465,46:43.1,54:28.3,3185,City Hall,40.7177325,-74.043845,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42178,Customer,1969,0
213,48:43.7,52:17.1,3276,Marin Light Rail,40.71458404,-74.04281706,3275,Columbus Drive,40.7183552,-74.03891444,42574,Customer,1969,0
964,57:54.5,13:59.5,3194,McGinley Square,40.72533993,-74.06762213,3639,Harborside,40.7192517,-74.034234,44723,Subscriber,1973,2
861,02:32.2,16:53.8,3483,Montgomery St,40.71942,-74.05099,3638,Washington St,40.7242941,-74.0354826,42494,Customer,1969,0
465,03:24.6,11:10.5,3199,Newport Pkwy,40.7287448,-74.0321082,3273,Manila & 1st,40.72165072,-74.04288411,48932,Customer,1969,0
669,04:56.7,16:06.6,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,45713,Subscriber,1977,1
384,14:30.0,20:54.5,3186,Grove St PATH,40.71958612,-74.04311746,3209,Brunswick St,40.7241765,-74.0506564,29564,Customer,1969,0
498,22:50.8,31:09.0,3202,Newport PATH,40.7272235,-74.0337589,3275,Columbus Drive,40.7183552,-74.03891444,45352,Customer,1969,0
1265,25:59.1,47:05.0,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,46926,Customer,1969,0
822,29:52.1,43:34.4,3272,Jersey & 3rd,40.72333159,-74.04595256,3202,Newport PATH,40.7272235,-74.0337589,44683,Customer,1969,0
232,30:38.8,34:31.5,3209,Brunswick St,40.7241765,-74.0506564,3272,Jersey & 3rd,40.72333159,-74.04595256,43467,Subscriber,1964,1
438,36:49.3,44:07.6,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,42614,Customer,1969,0
1307,40:36.6,02:24.5,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,45582,Customer,1969,0
241,41:36.7,45:37.7,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3214,Essex Light Rail,40.7127742,-74.0364857,42370,Subscriber,1987,1
200,05:57.0,09:17.4,3186,Grove St PATH,40.71958612,-74.04311746,3276,Marin Light Rail,40.71458404,-74.04281706,45345,Customer,1969,0
1019,13:58.9,30:58.6,3202,Newport PATH,40.7272235,-74.0337589,3196,Riverview Park,40.7443187,-74.0439909,44683,Customer,1969,0
825,24:25.3,38:10.6,3202,Newport PATH,40.7272235,-74.0337589,3681,Grand St,40.71517768,-74.03768331,39342,Customer,1969,0
881,29:31.4,44:13.1,3195,Sip Ave,40.7308971,-74.06391263,3195,Sip Ave,40.7308971,-74.06391263,48913,Customer,1969,0
1819,31:36.9,01:56.2,3211,Newark Ave,40.72152515,-74.04630454,3211,Newark Ave,40.72152515,-74.04630454,48068,Subscriber,1987,1
306,32:06.3,37:12.8,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,48133,Subscriber,1959,1
384,32:09.1,38:33.4,3213,Van Vorst Park,40.71848892,-74.04772663,3639,Harborside,40.7192517,-74.034234,45264,Customer,1969,0
1233,35:41.1,56:14.9,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,42586,Customer,1969,0
283,38:05.0,42:48.6,3214,Essex Light Rail,40.7127742,-74.0364857,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,42370,Subscriber,1987,1
462,40:07.2,47:49.3,3278,Monmouth and 6th,40.72568548,-74.04879034,3275,Columbus Drive,40.7183552,-74.03891444,35664,Customer,1969,0
1252,22:08.1,43:00.8,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,42213,Customer,1969,0
96,36:39.5,38:15.6,3638,Washington St,40.7242941,-74.0354826,3202,Newport PATH,40.7272235,-74.0337589,33361,Customer,1969,0
560,42:16.9,51:37.0,3187,Warren St,40.7211236,-74.03805095,3185,City Hall,40.7177325,-74.043845,46538,Customer,1969,0
849,55:11.8,09:21.8,3210,Pershing Field,40.74267714,-74.05178863,3278,Monmouth and 6th,40.72568548,-74.04879034,42596,Customer,1969,0
1053,24:01.7,41:35.6,3202,Newport PATH,40.7272235,-74.0337589,3186,Grove St PATH,40.71958612,-74.04311746,48910,Subscriber,1981,1
393,29:25.2,35:58.8,3199,Newport Pkwy,40.7287448,-74.0321082,3187,Warren St,40.7211236,-74.03805095,44388,Customer,1969,0
1549,38:41.7,04:31.1,3187,Warren St,40.7211236,-74.03805095,3207,Oakland Ave,40.7376037,-74.0524783,49081,Customer,1969,0
455,56:42.0,04:18.0,3195,Sip Ave,40.7308971,-74.06391263,3193,Lincoln Park,40.7246051,-74.07840595,48133,Customer,1996,1
435,58:41.5,05:56.8,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,42473,Customer,1969,0
364,10:13.4,16:18.2,3639,Harborside,40.7192517,-74.034234,3213,Van Vorst Park,40.71848892,-74.04772663,46410,Customer,1969,0
1199,11:54.7,31:54.3,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3210,Pershing Field,40.74267714,-74.05178863,42586,Subscriber,1965,1
322,35:58.6,41:20.7,3186,Grove St PATH,40.71958612,-74.04311746,3278,Monmouth and 6th,40.72568548,-74.04879034,48910,Customer,1969,0
927,36:29.5,51:56.7,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,25541,Customer,1969,0
261,42:50.6,47:12.3,3278,Monmouth and 6th,40.72568548,-74.04879034,3186,Grove St PATH,40.71958612,-74.04311746,42596,Subscriber,1987,1
262,59:32.7,03:55.5,3276,Marin Light Rail,40.71458404,-74.04281706,3186,Grove St PATH,40.71958612,-74.04311746,30630,Subscriber,1987,2
598,59:12.5,09:10.9,3195,Sip Ave,40.7308971,-74.06391263,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,48913,Customer,1969,0
1190,32:39.3,52:30.0,3678,Fairmount Ave,40.72572614,-74.07195926,3276,Marin Light Rail,40.71458404,-74.04281706,42354,Customer,1969,0
886,43:47.5,58:33.7,3212,Christ Hospital,40.73478582,-74.05044364,3202,Newport PATH,40.7272235,-74.0337589,42023,Customer,1969,0
651,44:46.4,55:37.7,3202,Newport PATH,40.7272235,-74.0337589,3639,Harborside,40.7192517,-74.034234,44576,Customer,1969,0
620,36:37.2,46:57.6,3273,Manila & 1st,40.72165072,-74.04288411,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,48932,Customer,1969,0
283,44:25.4,49:08.7,3681,Grand St,40.71517768,-74.03768331,3187,Warren St,40.7211236,-74.03805095,43637,Customer,1969,0
118,24:01.8,26:00.2,3273,Manila & 1st,40.72165072,-74.04288411,3187,Warren St,40.7211236,-74.03805095,48930,Customer,1969,0
610,29:31.2,39:41.8,3268,Lafayette Park,40.71346383,-74.06285852,3186,Grove St PATH,40.71958612,-74.04311746,40975,Customer,1969,0
582,43:35.4,53:18.0,3205,JC Medical Center,40.71653978,-74.04963791,3273,Manila & 1st,40.72165072,-74.04288411,44968,Customer,1969,0
336,47:21.9,52:58.7,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,42473,Customer,1969,0
811,42:47.8,56:19.2,3199,Newport Pkwy,40.7287448,-74.0321082,3640,Journal Square,40.73367,-74.0625,43563,Subscriber,1992,2
737,33:06.8,45:24.1,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,42473,Customer,1997,1
437,40:42.0,47:59.1,3214,Essex Light Rail,40.7127742,-74.0364857,3186,Grove St PATH,40.71958612,-74.04311746,42232,Subscriber,1987,1
399,35:41.1,42:20.5,3205,JC Medical Center,40.71653978,-74.04963791,3273,Manila & 1st,40.72165072,-74.04288411,42192,Customer,1969,0
589,54:49.5,04:39.0,3483,Montgomery St,40.71942,-74.05099,3270,Jersey & 6th St,40.72528911,-74.04557168,28874,Subscriber,1987,1
474,04:06.6,12:01.0,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,42473,Customer,1969,0
1431,24:21.8,48:13.7,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,44671,Customer,1969,0
1015,07:20.8,24:16.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3210,Pershing Field,40.74267714,-74.05178863,48910,Customer,1969,0
628,17:18.5,27:47.4,3205,JC Medical Center,40.71653978,-74.04963791,3205,JC Medical Center,40.71653978,-74.04963791,44225,Subscriber,1981,1
384,29:45.5,36:10.3,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3214,Essex Light Rail,40.7127742,-74.0364857,44376,Customer,1969,0
910,45:30.2,00:40.7,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,44671,Customer,1969,0
1883,49:35.3,20:59.1,3278,Monmouth and 6th,40.72568548,-74.04879034,3269,Brunswick & 6th,40.72601173,-74.05038893,45713,Customer,1969,0
1511,43:23.0,08:34.2,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,39571,Customer,1998,1
69,22:36.3,23:46.2,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,41703,Customer,1969,0
469,24:24.0,32:13.9,3193,Lincoln Park,40.7246051,-74.07840595,3195,Sip Ave,40.7308971,-74.06391263,48133,Customer,1969,0
591,58:03.6,07:55.5,3199,Newport Pkwy,40.7287448,-74.0321082,3270,Jersey & 6th St,40.72528911,-74.04557168,28012,Customer,1969,0
581,58:12.9,07:54.3,3199,Newport Pkwy,40.7287448,-74.0321082,3270,Jersey & 6th St,40.72528911,-74.04557168,41703,Customer,1969,0
1515,59:08.3,24:23.6,3483,Montgomery St,40.71942,-74.05099,3638,Washington St,40.7242941,-74.0354826,45340,Subscriber,1958,1
403,33:13.2,39:57.0,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,42473,Customer,1969,0
294,26:10.5,31:05.0,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,48133,Customer,1969,0
358,31:16.6,37:15.3,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,39329,Subscriber,1981,1
290,36:58.3,41:48.8,3270,Jersey & 6th St,40.72528911,-74.04557168,3202,Newport PATH,40.7272235,-74.0337589,41703,Customer,1969,0
881,17:11.2,31:52.9,3268,Lafayette Park,40.71346383,-74.06285852,3184,Paulus Hook,40.7141454,-74.0335519,42382,Customer,1969,0
239,22:21.4,26:20.8,3681,Grand St,40.71517768,-74.03768331,3187,Warren St,40.7211236,-74.03805095,44671,Customer,1969,0
490,56:35.2,04:45.4,3199,Newport Pkwy,40.7287448,-74.0321082,3214,Essex Light Rail,40.7127742,-74.0364857,39329,Subscriber,1992,2
48741,18:15.6,50:37.4,3276,Marin Light Rail,40.71458404,-74.04281706,3794,Pier 40 Dock Station,40.72865963,-74.01197971,42354,Subscriber,1981,1
1149,29:38.3,48:47.8,3277,Communipaw & Berry Lane,40.71435837,-74.06661093,3273,Manila & 1st,40.72165072,-74.04288411,48913,Customer,1969,0
2508,51:54.9,33:43.0,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,39571,Customer,1969,0
18582,56:27.1,06:09.7,3483,Montgomery St,40.71942,-74.05099,3681,Grand St,40.71517768,-74.03768331,44937,Customer,1969,0
591,25:12.1,35:04.1,3211,Newark Ave,40.72152515,-74.04630454,3207,Oakland Ave,40.7376037,-74.0524783,48068,Customer,1969,0
200,25:35.3,28:56.0,3211,Newark Ave,40.72152515,-74.04630454,3483,Montgomery St,40.71942,-74.05099,45656,Subscriber,1987,1
627,29:19.2,39:47.2,3203,Hamilton Park,40.72759597,-74.04424731,3206,Hilltop,40.7311689,-74.0575736,42473,Customer,1969,0
529,40:03.9,48:53.1,3199,Newport Pkwy,40.7287448,-74.0321082,3270,Jersey & 6th St,40.72528911,-74.04557168,46929,Customer,1969,0
496,57:29.5,05:46.3,3681,Grand St,40.71517768,-74.03768331,3202,Newport PATH,40.7272235,-74.0337589,39421,Subscriber,1996,1
726,01:38.8,13:45.4,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3273,Manila & 1st,40.72165072,-74.04288411,39571,Subscriber,1985,2
714,32:26.6,44:21.4,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,44920,Subscriber,1989,1
98,33:12.8,34:51.5,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,44452,Customer,1969,0
751,45:19.5,57:50.7,3270,Jersey & 6th St,40.72528911,-74.04557168,3203,Hamilton Park,40.72759597,-74.04424731,46929,Subscriber,1985,1
988,00:17.1,16:45.5,3209,Brunswick St,40.7241765,-74.0506564,3187,Warren St,40.7211236,-74.03805095,33959,Customer,1969,0
318,14:31.0,19:49.5,3187,Warren St,40.7211236,-74.03805095,3199,Newport Pkwy,40.7287448,-74.0321082,46473,Customer,1969,0
1982,17:13.5,50:16.2,3187,Warren St,40.7211236,-74.03805095,3209,Brunswick St,40.7241765,-74.0506564,33959,Customer,1969,0
1199,23:46.3,43:45.4,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,45256,Customer,1969,0
404,34:53.0,41:37.5,3205,JC Medical Center,40.71653978,-74.04963791,3268,Lafayette Park,40.71346383,-74.06285852,45255,Customer,1969,0
483,37:29.5,45:32.5,3640,Journal Square,40.73367,-74.0625,3207,Oakland Ave,40.7376037,-74.0524783,43563,Customer,1969,0
480,51:09.5,59:10.1,3209,Brunswick St,40.7241765,-74.0506564,3205,JC Medical Center,40.71653978,-74.04963791,33959,Customer,1969,0
678,53:42.0,05:01.0,3276,Marin Light Rail,40.71458404,-74.04281706,3187,Warren St,40.7211236,-74.03805095,32526,Customer,1969,0
406,08:33.7,15:20.3,3187,Warren St,40.7211236,-74.03805095,3213,Van Vorst Park,40.71848892,-74.04772663,45582,Customer,1969,0
865,09:14.6,23:40.4,3207,Oakland Ave,40.7376037,-74.0524783,3273,Manila & 1st,40.72165072,-74.04288411,42915,Customer,1969,0
310,21:05.2,26:15.4,3270,Jersey & 6th St,40.72528911,-74.04557168,3186,Grove St PATH,40.71958612,-74.04311746,45281,Subscriber,1991,1
1783,21:17.5,51:01.2,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,46929,Subscriber,1964,1
402,23:10.4,29:52.8,3184,Paulus Hook,40.7141454,-74.0335519,3211,Newark Ave,40.72152515,-74.04630454,42382,Customer,1969,0
265,29:47.3,34:13.1,3276,Marin Light Rail,40.71458404,-74.04281706,3211,Newark Ave,40.72152515,-74.04630454,44398,Customer,1969,0
358,44:07.5,50:06.3,3211,Newark Ave,40.72152515,-74.04630454,3276,Marin Light Rail,40.71458404,-74.04281706,42382,Customer,1969,0
655,44:28.0,55:23.7,3187,Warren St,40.7211236,-74.03805095,3276,Marin Light Rail,40.71458404,-74.04281706,32526,Customer,1969,0
403,45:41.5,52:24.7,3186,Grove St PATH,40.71958612,-74.04311746,3639,Harborside,40.7192517,-74.034234,42596,Customer,1969,0
546,56:26.8,05:32.8,3280,Astor Place,40.7192822,-74.07126188,3195,Sip Ave,40.7308971,-74.06391263,32095,Customer,1969,0
471,19:14.5,27:06.4,3207,Oakland Ave,40.7376037,-74.0524783,3195,Sip Ave,40.7308971,-74.06391263,48068,Customer,1969,0
158,42:55.5,45:34.4,3186,Grove St PATH,40.71958612,-74.04311746,3211,Newark Ave,40.72152515,-74.04630454,42232,Subscriber,1982,2
482,43:47.9,51:50.0,3206,Hilltop,40.7311689,-74.0575736,3213,Van Vorst Park,40.71848892,-74.04772663,42473,Customer,1969,0
468,02:15.4,10:03.5,3202,Newport PATH,40.7272235,-74.0337589,3791,Hoboken Ave at Monmouth St,40.73520838,-74.04696375,41703,Customer,1969,0
677,07:13.6,18:31.2,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,44236,Customer,1988,1
2350,10:57.3,50:08.1,3193,Lincoln Park,40.7246051,-74.07840595,3212,Christ Hospital,40.73478582,-74.05044364,28583,Customer,1969,0
64,36:05.9,37:10.0,3273,Manila & 1st,40.72165072,-74.04288411,3273,Manila & 1st,40.72165072,-74.04288411,48913,Subscriber,1988,1
884,40:43.5,55:28.3,3187,Warren St,40.7211236,-74.03805095,3203,Hamilton Park,40.72759597,-74.04424731,44388,Subscriber,1979,1
1156,02:45.3,22:01.3,3273,Manila & 1st,40.72165072,-74.04288411,3210,Pershing Field,40.74267714,-74.05178863,44687,Customer,1969,0
1048,04:16.9,21:45.5,3192,Liberty Light Rail,40.7112423,-74.0557013,3186,Grove St PATH,40.71958612,-74.04311746,44225,Customer,1969,0
549,18:32.4,27:41.7,3276,Marin Light Rail,40.71458404,-74.04281706,3202,Newport PATH,40.7272235,-74.0337589,32526,Subscriber,1988,1
179,32:28.4,35:28.1,3483,Montgomery St,40.71942,-74.05099,3186,Grove St PATH,40.71958612,-74.04311746,29095,Subscriber,1987,1
3499,36:34.9,34:54.5,3184,Paulus Hook,40.7141454,-74.0335519,3273,Manila & 1st,40.72165072,-74.04288411,42949,Customer,1969,0
701,36:41.0,48:22.4,3203,Hamilton Park,40.72759597,-74.04424731,3187,Warren St,40.7211236,-74.03805095,44388,Subscriber,1979,1
522,42:13.0,50:55.6,3792,Columbus Dr at Exchange Pl,40.71687,-74.03281,3267,Morris Canal,40.71241882,-74.03852552,42582,Subscriber,1969,1
476,04:19.9,12:16.2,3276,Marin Light Rail,40.71458404,-74.04281706,3639,Harborside,40.7192517,-74.034234,42382,Customer,1969,0
474,04:45.8,12:39.8,3639,Harborside,40.7192517,-74.034234,3202,Newport PATH,40.7272235,-74.0337589,44723,Subscriber,1982,1
451,24:38.7,32:10.6,3639,Harborside,40.7192517,-74.034234,3483,Montgomery St,40.71942,-74.05099,42596,Customer,1969,0
1648,36:20.0,03:48.5,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,44671,Customer,1969,0
338,41:03.4,46:41.9,3184,Paulus Hook,40.7141454,-74.0335519,3267,Morris Canal,40.71241882,-74.03852552,45354,Customer,1969,0
613,45:03.8,55:17.7,3638,Washington St,40.7242941,-74.0354826,3269,Brunswick & 6th,40.72601173,-74.05038893,44358,Customer,1969,0
694,48:28.0,00:02.9,3268,Lafayette Park,40.71346383,-74.06285852,3205,JC Medical Center,40.71653978,-74.04963791,45255,Subscriber,1987,2
855,48:29.8,02:45.0,3186,Grove St PATH,40.71958612,-74.04311746,3225,Baldwin at Montgomery,40.7236589,-74.0641943,40975,Subscriber,1985,2
233,08:03.0,11:56.9,3269,Brunswick & 6th,40.72601173,-74.05038893,3203,Hamilton Park,40.72759597,-74.04424731,44358,Customer,1969,0
341,10:07.8,15:49.1,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,32095,Customer,1969,0
1254,12:39.4,33:33.7,3213,Van Vorst Park,40.71848892,-74.04772663,3213,Van Vorst Park,40.71848892,-74.04772663,42473,Customer,1969,0
566,14:39.2,24:06.1,3195,Sip Ave,40.7308971,-74.06391263,3194,McGinley Square,40.72533993,-74.06762213,48068,Customer,1969,0
773,26:32.3,39:25.9,3681,Grand St,40.71517768,-74.03768331,3199,Newport Pkwy,40.7287448,-74.0321082,44937,Customer,1969,0
831,29:47.3,43:39.1,3679,Bergen Ave,40.72210379,-74.071455,3203,Hamilton Park,40.72759597,-74.04424731,37735,Customer,1969,0
584,34:02.8,43:47.3,3199,Newport Pkwy,40.7287448,-74.0321082,3269,Brunswick & 6th,40.72601173,-74.05038893,46473,Customer,1969,0
561,23:12.4,32:34.0,3679,Bergen Ave,40.72210379,-74.071455,3195,Sip Ave,40.7308971,-74.06391263,45372,Customer,1969,0
590,24:25.4,34:15.8,3269,Brunswick & 6th,40.72601173,-74.05038893,3638,Washington St,40.7242941,-74.0354826,46473,Customer,1969,0
1364,31:37.6,54:22.6,3187,Warren St,40.7211236,-74.03805095,3187,Warren St,40.7211236,-74.03805095,44671,Subscriber,1979,1
236,37:59.1,41:56.1,3203,Hamilton Park,40.72759597,-74.04424731,3269,Brunswick & 6th,40.72601173,-74.05038893,44358,Customer,1969,0
1615,58:48.9,25:44.6,3199,Newport Pkwy,40.7287448,-74.0321082,3681,Grand St,40.71517768,-74.03768331,42213,Customer,1969,0
719,03:17.6,15:17.0,3483,Montgomery St,40.71942,-74.05099,3187,Warren St,40.7211236,-74.03805095,42596,Subscriber,1958,1
917,34:23.0,49:40.3,3199,Newport Pkwy,40.7287448,-74.0321082,3199,Newport Pkwy,40.7287448,-74.0321082,30850,Customer,1969,0
279,45:58.0,50:37.1,3202,Newport PATH,40.7272235,-74.0337589,3187,Warren St,40.7211236,-74.03805095,32526,Customer,1969,0
344,53:14.2,58:59.1,3203,Hamilton Park,40.72759597,-74.04424731,3202,Newport PATH,40.7272235,-74.0337589,46929,Customer,1969,0
451,03:53.2,11:24.8,3202,Newport PATH,40.7272235,-74.0337589,3203,Hamilton Park,40.72759597,-74.04424731,46929,Customer,1969,0
452,27:39.9,35:12.7,3276,Marin Light Rail,40.71458404,-74.04281706,3209,Brunswick St,40.7241765,-74.0506564,29072,Customer,1969,0
599,59:24.5,09:24.4,3225,Baldwin at Montgomery,40.7236589,-74.0641943,3195,Sip Ave,40.7308971,-74.06391263,40975,Customer,1998,1
2415,04:58.5,45:13.9,3210,Pershing Field,40.74267714,-74.05178863,3210,Pershing Field,40.74267714,-74.05178863,42704,Customer,1969,0
1495,20:06.1,45:01.7,3195,Sip Ave,40.7308971,-74.06391263,3225,Baldwin at Montgomery,40.7236589,-74.0641943,40975,Customer,1998,1
196,26:38.8,29:55.1,3202,Newport PATH,40.7272235,-74.0337589,3199,Newport Pkwy,40.7287448,-74.0321082,42023,Subscriber,1989,2
529,54:17.3,03:06.7,3276,Marin Light Rail,40.71458404,-74.04281706,3202,Newport PATH,40.7272235,-74.0337589,45345,Customer,1969,0
1492,26:28.6,51:20.8,3203,Hamilton Park,40.72759597,-74.04424731,3203,Hamilton Park,40.72759597,-74.04424731,46929,Customer,1969,0
633,48:32.3,59:06.3,3269,Brunswick & 6th,40.72601173,-74.05038893,3273,Manila & 1st,40.72165072,-74.04288411,44358,Subscriber,1980,1
